trainGaId;populationNr;iterations;score
trainGa05fitFac03b;w004;1;77.899
trainGa05fitFac03b;w004;2;126.761
trainGa05fitFac03b;w004;3;175.380
trainGa05fitFac03b;w004;4;346.643
trainGa05fitFac03b;w004;5;489.884
trainGa05fitFac03b;w004;6;508.106
trainGa05fitFac03b;w004;7;627.415
trainGa05fitFac03b;w004;8;772.154
trainGa05fitFac03b;w004;9;618.002
trainGa05fitFac03b;w004;10;774.507
trainGa05fitFac03b;w004;11;770.027
trainGa05fitFac03b;w004;12;1024.614
trainGa05fitFac03b;w004;13;927.888
trainGa05fitFac03b;w004;14;1020.228
trainGa05fitFac03b;w004;15;871.051
trainGa05fitFac03b;w004;16;1281.669
trainGa05fitFac03b;w004;17;1169.536
trainGa05fitFac03b;w004;18;1209.377
trainGa05fitFac03b;w004;19;1196.048
trainGa05fitFac03b;w004;20;1111.683
trainGa05fitFac03b;w004;21;1240.700
trainGa05fitFac03b;w004;22;1095.638
trainGa05fitFac03b;w004;23;1225.901
trainGa05fitFac03b;w004;24;1312.140
trainGa05fitFac03b;w004;25;1397.902
trainGa05fitFac03b;w004;26;1516.967
trainGa05fitFac03b;w004;27;1833.610
trainGa05fitFac03b;w004;28;1503.239
trainGa05fitFac03b;w004;29;1577.407
trainGa05fitFac03b;w004;30;1998.130
trainGa05fitFac03b;w004;31;1905.595
trainGa05fitFac03b;w004;32;1815.209
trainGa05fitFac03b;w004;33;1808.611
trainGa05fitFac03b;w004;34;1917.567
trainGa05fitFac03b;w004;35;1970.962
trainGa05fitFac03b;w004;36;1962.845
trainGa05fitFac03b;w004;37;2082.808
trainGa05fitFac03b;w004;38;1922.057
trainGa05fitFac03b;w004;39;1721.736
trainGa05fitFac03b;w004;40;2158.038
trainGa05fitFac03b;w004;41;1788.888
trainGa05fitFac03b;w004;42;1992.187
trainGa05fitFac03b;w004;43;1912.489
trainGa05fitFac03b;w004;44;2273.818
trainGa05fitFac03b;w004;45;2617.361
trainGa05fitFac03b;w004;46;2689.890
trainGa05fitFac03b;w004;47;2924.480
trainGa05fitFac03b;w004;48;2708.741
trainGa05fitFac03b;w004;49;2764.837
trainGa05fitFac03b;w004;50;2858.393
trainGa05fitFac03b;w004;51;3535.027
trainGa05fitFac03b;w004;52;3201.629
trainGa05fitFac03b;w004;53;2851.184
trainGa05fitFac03b;w004;54;2971.841
trainGa05fitFac03b;w004;55;2763.791
trainGa05fitFac03b;w004;56;3276.795
trainGa05fitFac03b;w004;57;3293.548
trainGa05fitFac03b;w004;58;3371.737
trainGa05fitFac03b;w004;59;3890.583
trainGa05fitFac03b;w004;60;3683.870
trainGa05fitFac03b;w004;61;3949.690
trainGa05fitFac03b;w004;62;3780.548
trainGa05fitFac03b;w004;63;3857.784
trainGa05fitFac03b;w004;64;4769.384
trainGa05fitFac03b;w004;65;4182.327
trainGa05fitFac03b;w004;66;4099.594
trainGa05fitFac03b;w004;67;4229.320
trainGa05fitFac03b;w004;68;4581.666
trainGa05fitFac03b;w004;69;4193.731
trainGa05fitFac03b;w004;70;3938.017
trainGa05fitFac03b;w004;71;4156.955
trainGa05fitFac03b;w004;72;4765.158
trainGa05fitFac03b;w004;73;4782.116
trainGa05fitFac03b;w004;74;4975.815
trainGa05fitFac03b;w004;75;4742.620
trainGa05fitFac03b;w004;76;5365.359
trainGa05fitFac03b;w004;77;5217.159
trainGa05fitFac03b;w004;78;6026.489
trainGa05fitFac03b;w004;79;5284.391
trainGa05fitFac03b;w004;80;6318.448
trainGa05fitFac03b;w004;81;6047.394
trainGa05fitFac03b;w004;82;5818.200
trainGa05fitFac03b;w004;83;6749.092
trainGa05fitFac03b;w004;84;6945.254
trainGa05fitFac03b;w004;85;6524.266
trainGa05fitFac03b;w004;86;6793.693
trainGa05fitFac03b;w004;87;7164.668
trainGa05fitFac03b;w004;88;6954.245
trainGa05fitFac03b;w004;89;7586.608
trainGa05fitFac03b;w004;90;6669.915
trainGa05fitFac03b;w004;91;6939.162
trainGa05fitFac03b;w004;92;7117.620
trainGa05fitFac03b;w004;93;8352.216
trainGa05fitFac03b;w004;94;7719.329
trainGa05fitFac03b;w004;95;7695.418
trainGa05fitFac03b;w004;96;6760.198
trainGa05fitFac03b;w004;97;7496.676
trainGa05fitFac03b;w004;98;8069.682
trainGa05fitFac03b;w004;99;7799.983
trainGa05fitFac03b;w004;100;8210.243
trainGa05fitFac03b;w004;101;9641.626
trainGa05fitFac03b;w004;102;9994.759
trainGa05fitFac03b;w004;103;10204.206
trainGa05fitFac03b;w004;104;9928.467
trainGa05fitFac03b;w004;105;8942.805
trainGa05fitFac03b;w004;106;9391.515
trainGa05fitFac03b;w004;107;11146.684
trainGa05fitFac03b;w004;108;11521.439
trainGa05fitFac03b;w004;109;11377.076
trainGa05fitFac03b;w004;110;10047.183
trainGa05fitFac03b;w004;111;10489.230
trainGa05fitFac03b;w004;112;10148.939
trainGa05fitFac03b;w004;113;10904.729
trainGa05fitFac03b;w004;114;11425.635
trainGa05fitFac03b;w004;115;12856.750
trainGa05fitFac03b;w004;116;11710.845
trainGa05fitFac03b;w004;117;10505.634
trainGa05fitFac03b;w004;118;11728.315
trainGa05fitFac03b;w004;119;11688.886
trainGa05fitFac03b;w004;120;11338.950
trainGa05fitFac03b;w004;121;10821.735
trainGa05fitFac03b;w004;122;11644.063
trainGa05fitFac03b;w004;123;11649.752
trainGa05fitFac03b;w004;124;12091.293
trainGa05fitFac03b;w004;125;11514.538
trainGa05fitFac03b;w004;126;13473.677
trainGa05fitFac03b;w004;127;11815.908
trainGa05fitFac03b;w004;128;11866.530
trainGa05fitFac03b;w004;129;10293.651
trainGa05fitFac03b;w004;130;10952.727
trainGa05fitFac03b;w004;131;11948.863
trainGa05fitFac03b;w004;132;11376.864
trainGa05fitFac03b;w004;133;13356.571
trainGa05fitFac03b;w004;134;14861.809
trainGa05fitFac03b;w004;135;18379.800
trainGa05fitFac03b;w004;136;16412.677
trainGa05fitFac03b;w004;137;15963.628
trainGa05fitFac03b;w004;138;14987.635
trainGa05fitFac03b;w004;139;16441.621
trainGa05fitFac03b;w004;140;14754.187
trainGa05fitFac03b;w004;141;16207.185
trainGa05fitFac03b;w004;142;15784.554
trainGa05fitFac03b;w004;143;13938.412
trainGa05fitFac03b;w004;144;17049.904
trainGa05fitFac03b;w004;145;17724.860
trainGa05fitFac03b;w004;146;19483.193
trainGa05fitFac03b;w004;147;17436.127
trainGa05fitFac03b;w004;148;17672.293
trainGa05fitFac03b;w004;149;17491.742
trainGa05fitFac03b;w004;150;16948.453
trainGa05fitFac03b;w004;151;19267.114
trainGa05fitFac03b;w004;152;20721.380
trainGa05fitFac03b;w004;153;18870.534
trainGa05fitFac03b;w004;154;20352.628
trainGa05fitFac03b;w004;155;18267.922
trainGa05fitFac03b;w004;156;21289.784
trainGa05fitFac03b;w004;157;18072.204
trainGa05fitFac03b;w004;158;17750.946
