id;nr;iterations;kicks;goals;score
trainGaPlayer01B;bob002;0;0.534;0.000;0.534
trainGaPlayer01B;bob002;1;0.222;0.000;0.222
trainGaPlayer01B;bob002;2;0.185;0.000;0.185
trainGaPlayer01B;bob002;3;0.559;0.000;0.559
trainGaPlayer01B;bob002;4;0.683;0.000;0.683
trainGaPlayer01B;bob002;5;1.831;0.000;1.831
trainGaPlayer01B;bob002;6;1.797;0.000;1.797
trainGaPlayer01B;bob002;7;3.113;0.000;3.113
trainGaPlayer01B;bob002;8;4.807;0.000;4.807
trainGaPlayer01B;bob002;9;5.288;0.000;5.288
trainGaPlayer01B;bob002;10;6.121;0.000;6.121
trainGaPlayer01B;bob002;11;6.511;0.000;6.511
trainGaPlayer01B;bob002;12;9.324;0.000;9.324
trainGaPlayer01B;bob002;13;9.870;0.000;9.870
trainGaPlayer01B;bob002;14;11.265;0.000;11.265
trainGaPlayer01B;bob002;15;12.847;0.000;12.847
trainGaPlayer01B;bob002;16;12.677;0.000;12.677
trainGaPlayer01B;bob002;17;14.480;0.000;14.480
trainGaPlayer01B;bob002;18;12.031;0.000;12.031
trainGaPlayer01B;bob002;19;15.998;0.000;15.998
trainGaPlayer01B;bob002;20;16.213;0.000;16.213
trainGaPlayer01B;bob002;21;19.098;0.000;19.098
trainGaPlayer01B;bob002;22;19.529;0.000;19.529
trainGaPlayer01B;bob002;23;19.806;0.000;19.806
trainGaPlayer01B;bob002;24;19.244;0.000;19.244
trainGaPlayer01B;bob002;25;19.686;0.000;19.686
trainGaPlayer01B;bob002;26;19.716;0.000;19.716
trainGaPlayer01B;bob002;27;23.737;0.000;23.737
trainGaPlayer01B;bob002;28;21.236;0.000;21.236
trainGaPlayer01B;bob002;29;25.173;0.005;25.411
trainGaPlayer01B;bob002;30;20.879;0.000;20.879
trainGaPlayer01B;bob002;31;20.341;0.000;20.341
trainGaPlayer01B;bob002;32;25.083;0.000;25.083
trainGaPlayer01B;bob002;33;28.100;0.000;28.100
trainGaPlayer01B;bob002;34;25.952;0.000;25.952
trainGaPlayer01B;bob002;35;26.434;0.000;26.434
trainGaPlayer01B;bob002;36;29.942;0.000;29.942
trainGaPlayer01B;bob002;37;32.187;0.000;32.187
trainGaPlayer01B;bob002;38;29.879;0.000;29.879
trainGaPlayer01B;bob002;39;30.765;0.000;30.765
trainGaPlayer01B;bob002;40;33.478;0.000;33.478
trainGaPlayer01B;bob002;41;35.441;0.005;35.679
trainGaPlayer01B;bob002;42;38.544;0.000;38.544
trainGaPlayer01B;bob002;43;36.867;0.000;36.867
trainGaPlayer01B;bob002;44;36.416;0.000;36.416
trainGaPlayer01B;bob002;45;39.143;0.000;39.143
trainGaPlayer01B;bob002;46;37.039;0.013;37.682
trainGaPlayer01B;bob002;47;46.248;0.011;46.803
trainGaPlayer01B;bob002;48;43.396;0.008;43.771
trainGaPlayer01B;bob002;49;42.645;0.000;42.645
trainGaPlayer01B;bob002;50;41.565;0.008;41.969
trainGaPlayer01B;bob002;51;39.896;0.005;40.134
trainGaPlayer01B;bob002;52;44.649;0.021;45.676
trainGaPlayer01B;bob002;53;42.324;0.014;43.019
trainGaPlayer01B;bob002;54;44.618;0.026;45.924
trainGaPlayer01B;bob002;55;43.724;0.008;44.141
trainGaPlayer01B;bob002;56;44.011;0.000;44.011
trainGaPlayer01B;bob002;57;43.672;0.000;43.672
trainGaPlayer01B;bob002;58;45.690;0.000;45.690
trainGaPlayer01B;bob002;59;48.385;0.006;48.663
trainGaPlayer01B;bob002;60;51.220;0.000;51.220
trainGaPlayer01B;bob002;61;48.946;0.025;50.196
trainGaPlayer01B;bob002;62;53.475;0.038;55.396
trainGaPlayer01B;bob002;63;51.714;0.000;51.714
trainGaPlayer01B;bob002;64;52.704;0.004;52.912
trainGaPlayer01B;bob002;65;54.059;0.008;54.476
trainGaPlayer01B;bob002;66;56.500;0.012;57.111
trainGaPlayer01B;bob002;67;54.126;0.017;54.959
trainGaPlayer01B;bob002;68;64.688;0.016;65.481
trainGaPlayer01B;bob002;69;60.185;0.011;60.757
trainGaPlayer01B;bob002;70;57.123;0.027;58.472
trainGaPlayer01B;bob002;71;57.169;0.019;58.100
trainGaPlayer01B;bob002;72;65.266;0.026;66.572
trainGaPlayer01B;bob002;73;64.711;0.028;66.134
trainGaPlayer01B;bob002;74;59.942;0.000;59.942
trainGaPlayer01B;bob002;75;61.911;0.037;63.744
trainGaPlayer01B;bob002;76;62.193;0.041;64.244
trainGaPlayer01B;bob002;77;59.647;0.013;60.313
trainGaPlayer01B;bob002;78;65.439;0.010;65.955
trainGaPlayer01B;bob002;79;63.368;0.043;65.511
trainGaPlayer01B;bob002;80;65.286;0.022;66.391
trainGaPlayer01B;bob002;81;75.560;0.032;77.143
trainGaPlayer01B;bob002;82;61.089;0.058;63.969
trainGaPlayer01B;bob002;83;72.178;0.039;74.122
trainGaPlayer01B;bob002;84;71.642;0.046;73.954
trainGaPlayer01B;bob002;85;78.841;0.033;80.485
trainGaPlayer01B;bob002;86;78.321;0.013;78.976
trainGaPlayer01B;bob002;87;77.196;0.010;77.714
trainGaPlayer01B;bob002;88;75.087;0.033;75.870
trainGaPlayer01B;bob002;89;75.528;0.005;75.766
trainGaPlayer01B;bob002;90;79.686;0.030;80.752
trainGaPlayer01B;bob002;91;84.408;0.022;85.519
trainGaPlayer01B;bob002;92;84.428;0.021;85.499
trainGaPlayer01B;bob002;93;89.499;0.059;92.443
trainGaPlayer01B;bob002;94;93.137;0.040;95.143
trainGaPlayer01B;bob002;95;102.528;0.051;105.057
trainGaPlayer01B;bob002;96;99.251;0.050;101.153
trainGaPlayer01B;bob002;97;98.278;0.056;101.083
trainGaPlayer01B;bob002;98;95.545;0.004;95.730
trainGaPlayer01B;bob002;99;96.673;0.071;100.228
