id;nr;iterations;kicks;goals;score
trainGaPlayer01Simple;work004;0;0.114;0.000;0.114
trainGaPlayer01Simple;work004;1;0.290;0.000;0.290
trainGaPlayer01Simple;work004;2;0.250;0.000;0.250
trainGaPlayer01Simple;work004;3;0.641;0.000;0.641
trainGaPlayer01Simple;work004;4;1.344;0.000;1.344
trainGaPlayer01Simple;work004;5;2.409;0.000;2.409
trainGaPlayer01Simple;work004;6;2.409;0.000;2.409
trainGaPlayer01Simple;work004;7;3.649;0.000;3.649
trainGaPlayer01Simple;work004;8;5.242;0.000;5.242
trainGaPlayer01Simple;work004;9;6.414;0.000;6.414
trainGaPlayer01Simple;work004;10;6.973;0.000;6.973
trainGaPlayer01Simple;work004;11;8.037;0.000;8.037
trainGaPlayer01Simple;work004;12;7.145;0.000;7.145
trainGaPlayer01Simple;work004;13;8.076;0.000;8.076
trainGaPlayer01Simple;work004;14;8.094;0.000;8.094
trainGaPlayer01Simple;work004;15;8.773;0.003;8.806
trainGaPlayer01Simple;work004;16;7.207;0.000;7.207
trainGaPlayer01Simple;work004;17;9.141;0.000;9.141
trainGaPlayer01Simple;work004;18;8.824;0.000;8.824
trainGaPlayer01Simple;work004;19;9.900;0.000;9.900
trainGaPlayer01Simple;work004;20;9.729;0.000;9.729
trainGaPlayer01Simple;work004;21;9.633;0.000;9.633
trainGaPlayer01Simple;work004;22;12.282;0.000;12.282
trainGaPlayer01Simple;work004;23;10.045;0.000;10.045
trainGaPlayer01Simple;work004;24;9.851;0.007;9.918
trainGaPlayer01Simple;work004;25;13.046;0.000;13.046
trainGaPlayer01Simple;work004;26;10.628;0.000;10.628
trainGaPlayer01Simple;work004;27;11.538;0.000;11.538
trainGaPlayer01Simple;work004;28;11.382;0.000;11.382
trainGaPlayer01Simple;work004;29;13.806;0.011;13.917
trainGaPlayer01Simple;work004;30;13.296;0.000;13.296
trainGaPlayer01Simple;work004;31;15.413;0.003;15.446
trainGaPlayer01Simple;work004;32;12.135;0.008;12.218
trainGaPlayer01Simple;work004;33;16.602;0.000;16.602
trainGaPlayer01Simple;work004;34;20.311;0.000;20.311
trainGaPlayer01Simple;work004;35;20.018;0.000;20.018
trainGaPlayer01Simple;work004;36;18.823;0.003;18.856
trainGaPlayer01Simple;work004;37;22.963;0.011;23.077
trainGaPlayer01Simple;work004;38;23.190;0.000;23.190
trainGaPlayer01Simple;work004;39;22.753;0.000;22.753
trainGaPlayer01Simple;work004;40;21.448;0.000;21.448
trainGaPlayer01Simple;work004;41;27.969;0.000;27.969
trainGaPlayer01Simple;work004;42;27.267;0.006;27.323
trainGaPlayer01Simple;work004;43;28.413;0.000;28.413
trainGaPlayer01Simple;work004;44;34.952;0.006;35.008
trainGaPlayer01Simple;work004;45;31.858;0.000;31.858
trainGaPlayer01Simple;work004;46;31.056;0.000;31.056
trainGaPlayer01Simple;work004;47;30.301;0.000;30.301
trainGaPlayer01Simple;work004;48;30.420;0.000;30.420
trainGaPlayer01Simple;work004;49;30.376;0.000;30.376
trainGaPlayer01Simple;work004;50;31.073;0.000;31.073
trainGaPlayer01Simple;work004;51;40.203;0.000;40.203
trainGaPlayer01Simple;work004;52;37.202;0.021;37.416
trainGaPlayer01Simple;work004;53;35.074;0.008;35.157
trainGaPlayer01Simple;work004;54;41.774;0.000;41.774
trainGaPlayer01Simple;work004;55;38.490;0.000;38.490
trainGaPlayer01Simple;work004;56;39.936;0.003;39.966
trainGaPlayer01Simple;work004;57;44.444;0.000;44.444
trainGaPlayer01Simple;work004;58;48.291;0.000;48.291
trainGaPlayer01Simple;work004;59;38.129;0.000;38.129
trainGaPlayer01Simple;work004;60;44.379;0.007;44.445
trainGaPlayer01Simple;work004;61;42.246;0.003;42.276
trainGaPlayer01Simple;work004;62;39.002;0.005;39.050
trainGaPlayer01Simple;work004;63;41.958;0.000;41.958
trainGaPlayer01Simple;work004;64;44.304;0.010;44.408
trainGaPlayer01Simple;work004;65;49.739;0.000;49.739
trainGaPlayer01Simple;work004;66;45.674;0.000;45.674
