trainGaId;populationNr;iterations;score
trainGa05fitFac03b;w002;1;44.092
trainGa05fitFac03b;w002;2;73.383
trainGa05fitFac03b;w002;3;92.632
trainGa05fitFac03b;w002;4;140.499
trainGa05fitFac03b;w002;5;194.584
trainGa05fitFac03b;w002;6;185.022
trainGa05fitFac03b;w002;7;231.746
trainGa05fitFac03b;w002;8;193.564
trainGa05fitFac03b;w002;9;263.241
trainGa05fitFac03b;w002;10;349.446
trainGa05fitFac03b;w002;11;306.108
trainGa05fitFac03b;w002;12;406.317
trainGa05fitFac03b;w002;13;475.476
trainGa05fitFac03b;w002;14;821.529
trainGa05fitFac03b;w002;15;836.514
trainGa05fitFac03b;w002;16;1033.222
trainGa05fitFac03b;w002;17;1290.023
trainGa05fitFac03b;w002;18;1047.186
trainGa05fitFac03b;w002;19;1366.967
trainGa05fitFac03b;w002;20;1247.362
trainGa05fitFac03b;w002;21;1293.330
trainGa05fitFac03b;w002;22;1490.303
trainGa05fitFac03b;w002;23;1490.874
trainGa05fitFac03b;w002;24;1448.921
trainGa05fitFac03b;w002;25;1599.558
trainGa05fitFac03b;w002;26;1371.664
trainGa05fitFac03b;w002;27;1267.235
trainGa05fitFac03b;w002;28;1551.379
trainGa05fitFac03b;w002;29;1468.131
trainGa05fitFac03b;w002;30;1359.949
trainGa05fitFac03b;w002;31;1669.139
trainGa05fitFac03b;w002;32;1526.265
trainGa05fitFac03b;w002;33;1905.958
trainGa05fitFac03b;w002;34;1756.733
trainGa05fitFac03b;w002;35;2085.030
trainGa05fitFac03b;w002;36;1943.302
trainGa05fitFac03b;w002;37;2100.882
trainGa05fitFac03b;w002;38;2263.771
trainGa05fitFac03b;w002;39;2340.059
trainGa05fitFac03b;w002;40;2242.563
trainGa05fitFac03b;w002;41;2404.417
trainGa05fitFac03b;w002;42;2326.339
trainGa05fitFac03b;w002;43;2675.071
trainGa05fitFac03b;w002;44;2586.339
trainGa05fitFac03b;w002;45;2713.400
trainGa05fitFac03b;w002;46;3154.432
trainGa05fitFac03b;w002;47;2492.208
trainGa05fitFac03b;w002;48;3349.354
trainGa05fitFac03b;w002;49;3660.973
trainGa05fitFac03b;w002;50;3827.695
trainGa05fitFac03b;w002;51;4270.288
trainGa05fitFac03b;w002;52;4133.793
trainGa05fitFac03b;w002;53;4085.327
