id;nr;iterations;kicks;goals;score
trainGaPlayer01B;bob000;0;0.142;0.000;0.142
trainGaPlayer01B;bob000;1;0.176;0.000;0.176
trainGaPlayer01B;bob000;2;0.532;0.000;0.532
trainGaPlayer01B;bob000;3;0.317;0.000;0.317
trainGaPlayer01B;bob000;4;0.681;0.000;0.681
trainGaPlayer01B;bob000;5;0.662;0.000;0.662
trainGaPlayer01B;bob000;6;0.776;0.000;0.776
trainGaPlayer01B;bob000;7;0.730;0.000;0.730
trainGaPlayer01B;bob000;8;0.869;0.000;0.869
trainGaPlayer01B;bob000;9;1.308;0.000;1.308
trainGaPlayer01B;bob000;10;1.399;0.000;1.399
trainGaPlayer01B;bob000;11;1.192;0.000;1.192
trainGaPlayer01B;bob000;12;1.472;0.000;1.472
trainGaPlayer01B;bob000;13;1.816;0.000;1.816
trainGaPlayer01B;bob000;14;1.310;0.000;1.310
trainGaPlayer01B;bob000;15;2.119;0.000;2.119
trainGaPlayer01B;bob000;16;1.729;0.000;1.729
trainGaPlayer01B;bob000;17;2.251;0.000;2.251
trainGaPlayer01B;bob000;18;2.965;0.000;2.965
trainGaPlayer01B;bob000;19;4.451;0.000;4.451
trainGaPlayer01B;bob000;20;5.700;0.000;5.700
trainGaPlayer01B;bob000;21;6.064;0.000;6.064
trainGaPlayer01B;bob000;22;6.477;0.000;6.477
trainGaPlayer01B;bob000;23;6.213;0.000;6.213
trainGaPlayer01B;bob000;24;5.697;0.000;5.697
trainGaPlayer01B;bob000;25;6.833;0.000;6.833
trainGaPlayer01B;bob000;26;7.585;0.000;7.585
trainGaPlayer01B;bob000;27;9.552;0.000;9.552
trainGaPlayer01B;bob000;28;6.659;0.000;6.659
trainGaPlayer01B;bob000;29;7.577;0.000;7.577
trainGaPlayer01B;bob000;30;8.698;0.000;8.698
trainGaPlayer01B;bob000;31;9.225;0.000;9.225
trainGaPlayer01B;bob000;32;8.167;0.000;8.167
trainGaPlayer01B;bob000;33;10.259;0.004;10.444
trainGaPlayer01B;bob000;34;11.630;0.000;11.630
trainGaPlayer01B;bob000;35;10.568;0.000;10.568
trainGaPlayer01B;bob000;36;14.255;0.000;14.255
