id;nr;iterations;kicks;goals;score
trainGaPlayer01Simple;bob002;0;0.067;0.000;0.067
trainGaPlayer01Simple;bob002;1;0.089;0.000;0.089
trainGaPlayer01Simple;bob002;2;0.040;0.000;0.040
trainGaPlayer01Simple;bob002;3;0.102;0.000;0.102
trainGaPlayer01Simple;bob002;4;0.049;0.000;0.049
trainGaPlayer01Simple;bob002;5;0.273;0.000;0.273
trainGaPlayer01Simple;bob002;6;0.246;0.000;0.246
trainGaPlayer01Simple;bob002;7;0.504;0.000;0.504
trainGaPlayer01Simple;bob002;8;0.290;0.000;0.290
trainGaPlayer01Simple;bob002;9;0.645;0.000;0.645
trainGaPlayer01Simple;bob002;10;0.742;0.000;0.742
trainGaPlayer01Simple;bob002;11;0.756;0.000;0.756
trainGaPlayer01Simple;bob002;12;0.668;0.000;0.668
trainGaPlayer01Simple;bob002;13;0.731;0.000;0.731
trainGaPlayer01Simple;bob002;14;1.467;0.000;1.467
trainGaPlayer01Simple;bob002;15;1.693;0.000;1.693
trainGaPlayer01Simple;bob002;16;1.798;0.000;1.798
trainGaPlayer01Simple;bob002;17;2.075;0.000;2.075
trainGaPlayer01Simple;bob002;18;2.358;0.000;2.358
trainGaPlayer01Simple;bob002;19;2.805;0.000;2.805
trainGaPlayer01Simple;bob002;20;3.986;0.000;3.986
trainGaPlayer01Simple;bob002;21;4.712;0.000;4.712
trainGaPlayer01Simple;bob002;22;4.026;0.005;4.074
trainGaPlayer01Simple;bob002;23;5.897;0.000;5.897
trainGaPlayer01Simple;bob002;24;5.870;0.000;5.870
trainGaPlayer01Simple;bob002;25;6.360;0.000;6.360
trainGaPlayer01Simple;bob002;26;6.384;0.000;6.384
trainGaPlayer01Simple;bob002;27;6.720;0.003;6.750
trainGaPlayer01Simple;bob002;28;6.677;0.000;6.677
trainGaPlayer01Simple;bob002;29;6.382;0.000;6.382
trainGaPlayer01Simple;bob002;30;6.957;0.006;7.013
trainGaPlayer01Simple;bob002;31;7.833;0.000;7.833
trainGaPlayer01Simple;bob002;32;6.971;0.000;6.971
trainGaPlayer01Simple;bob002;33;8.279;0.000;8.279
trainGaPlayer01Simple;bob002;34;7.351;0.014;7.490
trainGaPlayer01Simple;bob002;35;8.101;0.000;8.101
trainGaPlayer01Simple;bob002;36;7.039;0.000;7.039
trainGaPlayer01Simple;bob002;37;7.326;0.000;7.326
trainGaPlayer01Simple;bob002;38;8.396;0.000;8.396
trainGaPlayer01Simple;bob002;39;9.444;0.010;9.541
trainGaPlayer01Simple;bob002;40;10.110;0.008;10.193
trainGaPlayer01Simple;bob002;41;9.772;0.004;9.809
trainGaPlayer01Simple;bob002;42;11.245;0.007;11.312
trainGaPlayer01Simple;bob002;43;10.735;0.000;10.735
trainGaPlayer01Simple;bob002;44;9.483;0.004;9.525
trainGaPlayer01Simple;bob002;45;11.404;0.000;11.404
trainGaPlayer01Simple;bob002;46;10.693;0.000;10.693
trainGaPlayer01Simple;bob002;47;13.011;0.000;13.011
trainGaPlayer01Simple;bob002;48;12.174;0.011;12.288
trainGaPlayer01Simple;bob002;49;11.033;0.000;11.033
trainGaPlayer01Simple;bob002;50;12.736;0.012;12.852
trainGaPlayer01Simple;bob002;51;14.543;0.009;14.633
trainGaPlayer01Simple;bob002;52;13.999;0.044;14.438
trainGaPlayer01Simple;bob002;53;13.929;0.023;14.162
trainGaPlayer01Simple;bob002;54;15.945;0.013;16.077
trainGaPlayer01Simple;bob002;55;15.043;0.053;15.576
trainGaPlayer01Simple;bob002;56;17.407;0.048;17.890
trainGaPlayer01Simple;bob002;57;18.527;0.013;18.657
trainGaPlayer01Simple;bob002;58;24.337;0.064;24.982
trainGaPlayer01Simple;bob002;59;21.673;0.050;22.171
trainGaPlayer01Simple;bob002;60;22.311;0.093;23.239
trainGaPlayer01Simple;bob002;61;23.086;0.075;23.841
trainGaPlayer01Simple;bob002;62;25.208;0.025;25.453
trainGaPlayer01Simple;bob002;63;21.345;0.061;21.956
trainGaPlayer01Simple;bob002;64;26.490;0.054;27.029
trainGaPlayer01Simple;bob002;65;25.933;0.097;26.907
trainGaPlayer01Simple;bob002;66;24.212;0.080;25.012
trainGaPlayer01Simple;bob002;67;24.875;0.053;25.402
trainGaPlayer01Simple;bob002;68;26.508;0.040;26.911
trainGaPlayer01Simple;bob002;69;26.614;0.109;27.709
trainGaPlayer01Simple;bob002;70;29.492;0.055;30.044
trainGaPlayer01Simple;bob002;71;26.737;0.066;27.394
trainGaPlayer01Simple;bob002;72;28.726;0.097;29.694
trainGaPlayer01Simple;bob002;73;28.263;0.035;28.617
trainGaPlayer01Simple;bob002;74;28.333;0.068;29.016
trainGaPlayer01Simple;bob002;75;35.005;0.040;35.408
trainGaPlayer01Simple;bob002;76;31.042;0.107;32.115
trainGaPlayer01Simple;bob002;77;33.591;0.044;34.036
trainGaPlayer01Simple;bob002;78;33.731;0.053;34.259
trainGaPlayer01Simple;bob002;79;34.681;0.093;35.614
trainGaPlayer01Simple;bob002;80;34.196;0.080;34.996
trainGaPlayer01Simple;bob002;81;35.296;0.091;36.208
trainGaPlayer01Simple;bob002;82;34.829;0.081;35.635
trainGaPlayer01Simple;bob002;83;36.288;0.084;37.132
trainGaPlayer01Simple;bob002;84;31.501;0.074;32.238
trainGaPlayer01Simple;bob002;85;32.877;0.050;33.381
trainGaPlayer01Simple;bob002;86;36.915;0.093;37.850
trainGaPlayer01Simple;bob002;87;34.796;0.079;35.583
trainGaPlayer01Simple;bob002;88;38.766;0.057;39.335
trainGaPlayer01Simple;bob002;89;38.599;0.083;39.434
trainGaPlayer01Simple;bob002;90;40.547;0.059;41.139
trainGaPlayer01Simple;bob002;91;45.638;0.051;46.152
trainGaPlayer01Simple;bob002;92;42.579;0.044;43.015
trainGaPlayer01Simple;bob002;93;48.260;0.088;49.144
trainGaPlayer01Simple;bob002;94;44.367;0.046;44.824
trainGaPlayer01Simple;bob002;95;46.058;0.034;46.398
trainGaPlayer01Simple;bob002;96;48.277;0.094;49.219
trainGaPlayer01Simple;bob002;97;46.152;0.071;46.862
trainGaPlayer01Simple;bob002;98;47.072;0.084;47.912
trainGaPlayer01Simple;bob002;99;51.307;0.090;52.204
trainGaPlayer01Simple;bob002;100;50.571;0.090;51.469
trainGaPlayer01Simple;bob002;101;50.990;0.103;52.021
trainGaPlayer01Simple;bob002;102;53.257;0.102;54.276
trainGaPlayer01Simple;bob002;103;58.322;0.136;59.678
trainGaPlayer01Simple;bob002;104;53.736;0.072;54.456
trainGaPlayer01Simple;bob002;105;60.955;0.101;61.965
trainGaPlayer01Simple;bob002;106;60.404;0.110;61.504
trainGaPlayer01Simple;bob002;107;64.839;0.114;65.975
trainGaPlayer01Simple;bob002;108;60.098;0.120;61.301
trainGaPlayer01Simple;bob002;109;61.424;0.092;62.340
trainGaPlayer01Simple;bob002;110;65.270;0.134;66.607
trainGaPlayer01Simple;bob002;111;65.267;0.136;66.629
trainGaPlayer01Simple;bob002;112;65.823;0.088;66.707
trainGaPlayer01Simple;bob002;113;68.329;0.084;68.051
trainGaPlayer01Simple;bob002;114;63.950;0.078;64.732
trainGaPlayer01Simple;bob002;115;69.381;0.086;70.245
trainGaPlayer01Simple;bob002;116;67.188;0.089;68.077
trainGaPlayer01Simple;bob002;117;66.897;0.114;68.042
trainGaPlayer01Simple;bob002;118;65.916;0.124;67.160
trainGaPlayer01Simple;bob002;119;70.151;0.116;71.314
trainGaPlayer01Simple;bob002;120;63.401;0.051;63.912
trainGaPlayer01Simple;bob002;121;65.807;0.085;66.662
trainGaPlayer01Simple;bob002;122;67.742;0.108;68.824
trainGaPlayer01Simple;bob002;123;65.634;0.066;66.293
trainGaPlayer01Simple;bob002;124;67.063;0.103;68.091
