id;nr;iterations;kicks;goals;score
trainGaPlayer01Simple;bob000;0;0.200;0.000;0.200
trainGaPlayer01Simple;bob000;1;0.388;0.000;0.388
trainGaPlayer01Simple;bob000;2;0.563;0.000;0.563
trainGaPlayer01Simple;bob000;3;0.503;0.000;0.503
trainGaPlayer01Simple;bob000;4;1.003;0.000;1.003
trainGaPlayer01Simple;bob000;5;0.946;0.000;0.946
trainGaPlayer01Simple;bob000;6;2.090;0.000;2.090
trainGaPlayer01Simple;bob000;7;2.006;0.000;2.006
trainGaPlayer01Simple;bob000;8;2.034;0.000;2.034
trainGaPlayer01Simple;bob000;9;2.792;0.000;2.792
trainGaPlayer01Simple;bob000;10;2.030;0.000;2.030
trainGaPlayer01Simple;bob000;11;2.798;0.008;2.881
trainGaPlayer01Simple;bob000;12;2.506;0.007;2.572
trainGaPlayer01Simple;bob000;13;3.964;0.000;3.964
trainGaPlayer01Simple;bob000;14;3.092;0.004;3.129
trainGaPlayer01Simple;bob000;15;4.153;0.010;4.256
trainGaPlayer01Simple;bob000;16;7.059;0.044;7.500
trainGaPlayer01Simple;bob000;17;8.553;0.014;8.692
trainGaPlayer01Simple;bob000;18;8.812;0.014;8.956
trainGaPlayer01Simple;bob000;19;12.098;0.032;12.414
trainGaPlayer01Simple;bob000;20;13.947;0.030;14.247
trainGaPlayer01Simple;bob000;21;11.669;0.048;12.145
trainGaPlayer01Simple;bob000;22;8.337;0.026;8.593
trainGaPlayer01Simple;bob000;23;22.065;0.039;19.586
trainGaPlayer01Simple;bob000;24;10.455;0.028;10.733
trainGaPlayer01Simple;bob000;25;20.797;0.071;21.505
trainGaPlayer01Simple;bob000;26;16.438;0.028;16.716
trainGaPlayer01Simple;bob000;27;17.908;0.064;18.553
trainGaPlayer01Simple;bob000;28;16.501;0.101;17.509
trainGaPlayer01Simple;bob000;29;18.170;0.062;18.787
trainGaPlayer01Simple;bob000;30;17.713;0.054;18.250
trainGaPlayer01Simple;bob000;31;29.903;0.058;30.478
trainGaPlayer01Simple;bob000;32;30.205;0.057;30.779
trainGaPlayer01Simple;bob000;33;20.132;0.021;20.341
trainGaPlayer01Simple;bob000;34;29.258;0.039;29.645
trainGaPlayer01Simple;bob000;35;28.807;0.017;28.977
trainGaPlayer01Simple;bob000;36;27.224;0.070;27.927
trainGaPlayer01Simple;bob000;37;34.370;0.044;34.592
trainGaPlayer01Simple;bob000;38;28.606;0.040;29.009
trainGaPlayer01Simple;bob000;39;28.915;0.047;29.382
trainGaPlayer01Simple;bob000;40;29.695;0.038;30.079
trainGaPlayer01Simple;bob000;41;36.952;0.060;37.553
trainGaPlayer01Simple;bob000;42;37.601;0.101;38.612
