trainGaId;populationNr;iterations;score
trainGa05fitFac03b;w006;1;73.953
trainGa05fitFac03b;w006;2;121.295
trainGa05fitFac03b;w006;3;191.894
trainGa05fitFac03b;w006;4;467.918
trainGa05fitFac03b;w006;5;588.434
trainGa05fitFac03b;w006;6;744.002
trainGa05fitFac03b;w006;7;777.587
trainGa05fitFac03b;w006;8;733.653
trainGa05fitFac03b;w006;9;920.420
trainGa05fitFac03b;w006;10;1017.857
trainGa05fitFac03b;w006;11;920.074
trainGa05fitFac03b;w006;12;952.644
trainGa05fitFac03b;w006;13;1112.974
trainGa05fitFac03b;w006;14;1432.951
trainGa05fitFac03b;w006;15;1650.037
trainGa05fitFac03b;w006;16;1843.444
trainGa05fitFac03b;w006;17;1636.137
trainGa05fitFac03b;w006;18;2059.712
trainGa05fitFac03b;w006;19;1735.326
trainGa05fitFac03b;w006;20;2107.033
trainGa05fitFac03b;w006;21;2240.289
trainGa05fitFac03b;w006;22;1969.437
trainGa05fitFac03b;w006;23;2152.115
trainGa05fitFac03b;w006;24;2374.447
trainGa05fitFac03b;w006;25;2417.390
trainGa05fitFac03b;w006;26;2560.963
trainGa05fitFac03b;w006;27;2996.440
trainGa05fitFac03b;w006;28;3023.493
trainGa05fitFac03b;w006;29;3148.630
trainGa05fitFac03b;w006;30;3140.535
trainGa05fitFac03b;w006;31;3552.520
trainGa05fitFac03b;w006;32;3789.991
trainGa05fitFac03b;w006;33;4081.968
trainGa05fitFac03b;w006;34;4312.921
trainGa05fitFac03b;w006;35;4508.326
trainGa05fitFac03b;w006;36;4130.971
trainGa05fitFac03b;w006;37;4551.038
trainGa05fitFac03b;w006;38;3715.292
trainGa05fitFac03b;w006;39;4351.639
trainGa05fitFac03b;w006;40;4330.391
trainGa05fitFac03b;w006;41;5127.927
trainGa05fitFac03b;w006;42;5133.684
trainGa05fitFac03b;w006;43;5936.249
trainGa05fitFac03b;w006;44;5511.540
trainGa05fitFac03b;w006;45;5858.439
trainGa05fitFac03b;w006;46;6013.799
trainGa05fitFac03b;w006;47;5519.833
trainGa05fitFac03b;w006;48;5534.676
trainGa05fitFac03b;w006;49;5679.944
trainGa05fitFac03b;w006;50;6012.931
trainGa05fitFac03b;w006;51;6598.182
trainGa05fitFac03b;w006;52;6481.923
trainGa05fitFac03b;w006;53;6679.452
trainGa05fitFac03b;w006;54;6761.788
trainGa05fitFac03b;w006;55;6670.656
trainGa05fitFac03b;w006;56;6773.028
trainGa05fitFac03b;w006;57;6763.811
trainGa05fitFac03b;w006;58;6715.057
trainGa05fitFac03b;w006;59;7395.782
trainGa05fitFac03b;w006;60;7617.709
trainGa05fitFac03b;w006;61;7618.605
trainGa05fitFac03b;w006;62;8273.035
trainGa05fitFac03b;w006;63;8828.267
trainGa05fitFac03b;w006;64;8096.154
trainGa05fitFac03b;w006;65;8967.933
trainGa05fitFac03b;w006;66;9192.002
trainGa05fitFac03b;w006;67;9669.754
trainGa05fitFac03b;w006;68;8392.511
trainGa05fitFac03b;w006;69;8921.078
trainGa05fitFac03b;w006;70;8846.381
trainGa05fitFac03b;w006;71;9364.640
trainGa05fitFac03b;w006;72;7968.438
trainGa05fitFac03b;w006;73;7755.326
trainGa05fitFac03b;w006;74;8550.341
trainGa05fitFac03b;w006;75;8532.367
trainGa05fitFac03b;w006;76;8241.357
trainGa05fitFac03b;w006;77;9428.417
trainGa05fitFac03b;w006;78;8617.645
trainGa05fitFac03b;w006;79;8555.563
trainGa05fitFac03b;w006;80;8767.391
trainGa05fitFac03b;w006;81;9465.130
trainGa05fitFac03b;w006;82;10374.066
trainGa05fitFac03b;w006;83;11056.467
trainGa05fitFac03b;w006;84;11302.802
trainGa05fitFac03b;w006;85;12324.837
trainGa05fitFac03b;w006;86;11818.498
trainGa05fitFac03b;w006;87;10591.406
trainGa05fitFac03b;w006;88;11124.689
trainGa05fitFac03b;w006;89;11992.486
trainGa05fitFac03b;w006;90;12640.441
trainGa05fitFac03b;w006;91;13232.023
trainGa05fitFac03b;w006;92;13170.440
trainGa05fitFac03b;w006;93;11897.500
trainGa05fitFac03b;w006;94;11757.371
trainGa05fitFac03b;w006;95;12808.953
trainGa05fitFac03b;w006;96;13124.556
trainGa05fitFac03b;w006;97;11888.287
trainGa05fitFac03b;w006;98;12481.787
trainGa05fitFac03b;w006;99;12827.803
trainGa05fitFac03b;w006;100;13937.018
trainGa05fitFac03b;w006;101;13845.389
trainGa05fitFac03b;w006;102;13997.974
trainGa05fitFac03b;w006;103;14035.936
trainGa05fitFac03b;w006;104;13345.170
trainGa05fitFac03b;w006;105;12743.983
trainGa05fitFac03b;w006;106;13653.688
trainGa05fitFac03b;w006;107;14096.882
trainGa05fitFac03b;w006;108;12843.777
trainGa05fitFac03b;w006;109;13666.590
trainGa05fitFac03b;w006;110;14990.418
trainGa05fitFac03b;w006;111;15897.272
trainGa05fitFac03b;w006;112;17152.033
trainGa05fitFac03b;w006;113;16690.913
trainGa05fitFac03b;w006;114;16811.575
trainGa05fitFac03b;w006;115;17782.153
trainGa05fitFac03b;w006;116;19213.231
trainGa05fitFac03b;w006;117;17476.101
trainGa05fitFac03b;w006;118;17743.945
trainGa05fitFac03b;w006;119;16884.328
trainGa05fitFac03b;w006;120;16772.444
trainGa05fitFac03b;w006;121;15757.353
trainGa05fitFac03b;w006;122;19188.672
trainGa05fitFac03b;w006;123;16349.128
trainGa05fitFac03b;w006;124;18940.232
trainGa05fitFac03b;w006;125;16126.399
trainGa05fitFac03b;w006;126;16699.438
trainGa05fitFac03b;w006;127;16757.724
trainGa05fitFac03b;w006;128;17137.716
trainGa05fitFac03b;w006;129;20160.553
trainGa05fitFac03b;w006;130;17436.045
trainGa05fitFac03b;w006;131;17308.203
trainGa05fitFac03b;w006;132;18860.556
trainGa05fitFac03b;w006;133;18520.655
trainGa05fitFac03b;w006;134;16465.882
trainGa05fitFac03b;w006;135;17356.771
trainGa05fitFac03b;w006;136;17574.641
trainGa05fitFac03b;w006;137;20486.310
trainGa05fitFac03b;w006;138;25569.657
trainGa05fitFac03b;w006;139;24247.586
trainGa05fitFac03b;w006;140;25667.295
trainGa05fitFac03b;w006;141;24729.690
trainGa05fitFac03b;w006;142;27074.574
trainGa05fitFac03b;w006;143;28129.741
trainGa05fitFac03b;w006;144;26716.715
trainGa05fitFac03b;w006;145;30582.354
trainGa05fitFac03b;w006;146;32256.202
trainGa05fitFac03b;w006;147;31985.689
trainGa05fitFac03b;w006;148;31938.672
trainGa05fitFac03b;w006;149;30923.007
trainGa05fitFac03b;w006;150;28571.037
trainGa05fitFac03b;w006;151;32256.310
trainGa05fitFac03b;w006;152;33281.988
trainGa05fitFac03b;w006;153;31163.215
trainGa05fitFac03b;w006;154;33034.678
trainGa05fitFac03b;w006;155;35737.144
trainGa05fitFac03b;w006;156;38180.626
trainGa05fitFac03b;w006;157;28944.198
trainGa05fitFac03b;w006;158;32601.408
trainGa05fitFac03b;w006;159;31884.259
trainGa05fitFac03b;w006;160;35105.023
trainGa05fitFac03b;w006;161;34584.526
trainGa05fitFac03b;w006;162;31626.366
trainGa05fitFac03b;w006;163;41077.308
trainGa05fitFac03b;w006;164;37832.363
trainGa05fitFac03b;w006;165;38136.112
trainGa05fitFac03b;w006;166;33679.472
trainGa05fitFac03b;w006;167;32139.962
trainGa05fitFac03b;w006;168;27146.834
trainGa05fitFac03b;w006;169;39828.508
trainGa05fitFac03b;w006;170;31863.715
trainGa05fitFac03b;w006;171;28770.667
trainGa05fitFac03b;w006;172;30558.475
trainGa05fitFac03b;w006;173;26136.400
trainGa05fitFac03b;w006;174;27882.982
trainGa05fitFac03b;w006;175;31111.690
trainGa05fitFac03b;w006;176;37011.972
trainGa05fitFac03b;w006;177;36582.334
trainGa05fitFac03b;w006;178;35757.658
trainGa05fitFac03b;w006;179;39902.252
trainGa05fitFac03b;w006;180;33877.950
trainGa05fitFac03b;w006;181;32753.527
trainGa05fitFac03b;w006;182;33333.414
trainGa05fitFac03b;w006;183;32910.214
trainGa05fitFac03b;w006;184;33252.206
trainGa05fitFac03b;w006;185;30707.876
trainGa05fitFac03b;w006;186;31318.152
trainGa05fitFac03b;w006;187;35400.603
trainGa05fitFac03b;w006;188;36107.157
trainGa05fitFac03b;w006;189;40606.517
trainGa05fitFac03b;w006;190;39868.084
trainGa05fitFac03b;w006;191;39685.368
trainGa05fitFac03b;w006;192;45793.452
trainGa05fitFac03b;w006;193;40714.761
trainGa05fitFac03b;w006;194;41175.783
trainGa05fitFac03b;w006;195;39363.982
trainGa05fitFac03b;w006;196;38562.080
trainGa05fitFac03b;w006;197;44705.817
trainGa05fitFac03b;w006;198;38751.199
trainGa05fitFac03b;w006;199;40397.232
trainGa05fitFac03b;w006;200;43127.113
trainGa05fitFac03b;w006;201;40221.178
trainGa05fitFac03b;w006;202;32943.061
trainGa05fitFac03b;w006;203;37670.389
trainGa05fitFac03b;w006;204;41317.599
trainGa05fitFac03b;w006;205;42228.204
trainGa05fitFac03b;w006;206;41666.931
trainGa05fitFac03b;w006;207;49515.328
trainGa05fitFac03b;w006;208;40987.585
trainGa05fitFac03b;w006;209;41254.024
trainGa05fitFac03b;w006;210;42476.615
trainGa05fitFac03b;w006;211;40711.369
trainGa05fitFac03b;w006;212;44535.802
trainGa05fitFac03b;w006;213;41508.279
trainGa05fitFac03b;w006;214;47460.323
trainGa05fitFac03b;w006;215;39631.405
trainGa05fitFac03b;w006;216;38124.052
trainGa05fitFac03b;w006;217;40858.104
trainGa05fitFac03b;w006;218;47582.659
trainGa05fitFac03b;w006;219;41666.577
trainGa05fitFac03b;w006;220;48550.820
trainGa05fitFac03b;w006;221;43922.789
trainGa05fitFac03b;w006;222;48804.573
trainGa05fitFac03b;w006;223;45672.559
trainGa05fitFac03b;w006;224;42899.022
trainGa05fitFac03b;w006;225;42032.898
trainGa05fitFac03b;w006;226;46447.867
trainGa05fitFac03b;w006;227;39491.001
trainGa05fitFac03b;w006;228;48986.713
trainGa05fitFac03b;w006;229;36219.904
trainGa05fitFac03b;w006;230;38281.675
trainGa05fitFac03b;w006;231;40416.211
trainGa05fitFac03b;w006;232;45409.121
trainGa05fitFac03b;w006;233;47426.728
trainGa05fitFac03b;w006;234;46702.878
trainGa05fitFac03b;w006;235;45826.609
trainGa05fitFac03b;w006;236;45032.791
trainGa05fitFac03b;w006;237;51038.634
trainGa05fitFac03b;w006;238;46635.542
trainGa05fitFac03b;w006;239;40152.076
trainGa05fitFac03b;w006;240;48892.483
trainGa05fitFac03b;w006;241;37221.218
trainGa05fitFac03b;w006;242;46847.156
trainGa05fitFac03b;w006;243;45124.679
trainGa05fitFac03b;w006;244;55214.139
trainGa05fitFac03b;w006;245;56780.868
trainGa05fitFac03b;w006;246;61106.506
trainGa05fitFac03b;w006;247;60715.561
trainGa05fitFac03b;w006;248;56187.761
trainGa05fitFac03b;w006;249;52562.746
trainGa05fitFac03b;w006;250;56335.329
trainGa05fitFac03b;w006;251;57748.054
trainGa05fitFac03b;w006;252;58428.136
trainGa05fitFac03b;w006;253;59847.532
trainGa05fitFac03b;w006;254;64967.137
trainGa05fitFac03b;w006;255;59810.747
trainGa05fitFac03b;w006;256;61805.784
trainGa05fitFac03b;w006;257;55156.478
trainGa05fitFac03b;w006;258;57254.361
trainGa05fitFac03b;w006;259;59373.343
trainGa05fitFac03b;w006;260;54351.788
trainGa05fitFac03b;w006;261;59066.006
trainGa05fitFac03b;w006;262;58111.901
trainGa05fitFac03b;w006;263;51623.379
trainGa05fitFac03b;w006;264;69002.386
trainGa05fitFac03b;w006;265;54462.480
trainGa05fitFac03b;w006;266;65334.985
trainGa05fitFac03b;w006;267;69087.811
trainGa05fitFac03b;w006;268;70637.553
trainGa05fitFac03b;w006;269;75012.915
trainGa05fitFac03b;w006;270;69277.292
trainGa05fitFac03b;w006;271;65423.845
trainGa05fitFac03b;w006;272;63760.530
trainGa05fitFac03b;w006;273;57507.491
trainGa05fitFac03b;w006;274;66025.076
trainGa05fitFac03b;w006;275;65984.264
trainGa05fitFac03b;w006;276;56970.595
trainGa05fitFac03b;w006;277;64374.273
trainGa05fitFac03b;w006;278;67740.741
trainGa05fitFac03b;w006;279;72263.949
trainGa05fitFac03b;w006;280;56653.928
trainGa05fitFac03b;w006;281;61432.562
trainGa05fitFac03b;w006;282;58681.654
trainGa05fitFac03b;w006;283;56687.784
trainGa05fitFac03b;w006;284;54826.642
trainGa05fitFac03b;w006;285;64024.124
trainGa05fitFac03b;w006;286;55171.534
trainGa05fitFac03b;w006;287;62813.088
trainGa05fitFac03b;w006;288;57732.834
trainGa05fitFac03b;w006;289;57810.061
trainGa05fitFac03b;w006;290;62155.092
trainGa05fitFac03b;w006;291;63421.234
trainGa05fitFac03b;w006;292;60005.510
trainGa05fitFac03b;w006;293;66042.595
trainGa05fitFac03b;w006;294;72967.665
