id;nr;iterations;kicks;goals;score
trainGaPlayer01B;bob003;0;0.907;0.000;0.907
trainGaPlayer01B;bob003;1;0.711;0.000;0.711
trainGaPlayer01B;bob003;2;0.894;0.000;0.894
trainGaPlayer01B;bob003;3;1.603;0.000;1.603
trainGaPlayer01B;bob003;4;2.581;0.000;2.581
trainGaPlayer01B;bob003;5;2.561;0.000;2.561
trainGaPlayer01B;bob003;6;2.474;0.000;2.474
trainGaPlayer01B;bob003;7;2.355;0.000;2.355
trainGaPlayer01B;bob003;8;3.718;0.000;3.718
trainGaPlayer01B;bob003;9;4.969;0.000;4.969
trainGaPlayer01B;bob003;10;4.384;0.007;4.717
trainGaPlayer01B;bob003;11;5.387;0.000;5.387
trainGaPlayer01B;bob003;12;5.604;0.004;5.789
trainGaPlayer01B;bob003;13;5.816;0.000;5.816
trainGaPlayer01B;bob003;14;7.648;0.000;7.648
trainGaPlayer01B;bob003;15;9.838;0.000;9.838
trainGaPlayer01B;bob003;16;8.646;0.000;8.646
trainGaPlayer01B;bob003;17;9.566;0.004;9.751
trainGaPlayer01B;bob003;18;9.715;0.000;9.715
trainGaPlayer01B;bob003;19;9.840;0.000;9.840
trainGaPlayer01B;bob003;20;10.152;0.000;10.152
trainGaPlayer01B;bob003;21;11.860;0.000;11.860
trainGaPlayer01B;bob003;22;9.831;0.005;10.069
trainGaPlayer01B;bob003;23;8.828;0.007;9.161
trainGaPlayer01B;bob003;24;9.701;0.000;9.701
trainGaPlayer01B;bob003;25;11.609;0.000;11.609
trainGaPlayer01B;bob003;26;14.241;0.000;14.241
trainGaPlayer01B;bob003;27;14.955;0.000;14.955
trainGaPlayer01B;bob003;28;17.361;0.000;17.361
trainGaPlayer01B;bob003;29;21.263;0.000;21.263
trainGaPlayer01B;bob003;30;21.039;0.004;21.225
trainGaPlayer01B;bob003;31;21.223;0.000;21.223
trainGaPlayer01B;bob003;32;23.414;0.000;23.414
trainGaPlayer01B;bob003;33;22.620;0.023;23.749
trainGaPlayer01B;bob003;34;22.772;0.002;22.891
trainGaPlayer01B;bob003;35;26.480;0.019;27.425
trainGaPlayer01B;bob003;36;31.075;0.000;31.075
trainGaPlayer01B;bob003;37;32.165;0.008;32.581
trainGaPlayer01B;bob003;38;32.690;0.000;32.690
trainGaPlayer01B;bob003;39;38.285;0.005;38.523
trainGaPlayer01B;bob003;40;44.441;0.004;44.626
trainGaPlayer01B;bob003;41;44.162;0.011;44.717
trainGaPlayer01B;bob003;42;45.019;0.032;46.622
trainGaPlayer01B;bob003;43;47.341;0.011;47.897
trainGaPlayer01B;bob003;44;48.493;0.016;49.315
trainGaPlayer01B;bob003;45;52.730;0.017;53.563
trainGaPlayer01B;bob003;46;52.856;0.042;54.946
trainGaPlayer01B;bob003;47;58.621;0.018;59.509
trainGaPlayer01B;bob003;48;57.926;0.030;59.414
trainGaPlayer01B;bob003;49;63.825;0.015;64.579
trainGaPlayer01B;bob003;50;63.610;0.014;64.304
trainGaPlayer01B;bob003;51;60.241;0.048;62.664
trainGaPlayer01B;bob003;52;60.247;0.043;62.396
trainGaPlayer01B;bob003;53;63.278;0.000;63.278
trainGaPlayer01B;bob003;54;60.691;0.023;61.832
trainGaPlayer01B;bob003;55;63.415;0.059;66.387
trainGaPlayer01B;bob003;56;62.480;0.026;63.776
trainGaPlayer01B;bob003;57;69.944;0.053;72.588
trainGaPlayer01B;bob003;58;74.119;0.045;76.378
trainGaPlayer01B;bob003;59;79.277;0.017;80.111
trainGaPlayer01B;bob003;60;79.195;0.054;81.903
trainGaPlayer01B;bob003;61;81.041;0.094;85.736
trainGaPlayer01B;bob003;62;78.788;0.046;81.106
trainGaPlayer01B;bob003;63;83.371;0.099;88.327
trainGaPlayer01B;bob003;64;89.016;0.031;90.544
trainGaPlayer01B;bob003;65;83.488;0.078;87.072
trainGaPlayer01B;bob003;66;83.136;0.037;85.008
trainGaPlayer01B;bob003;67;89.286;0.078;93.162
trainGaPlayer01B;bob003;68;88.697;0.058;91.614
trainGaPlayer01B;bob003;69;93.049;0.032;92.996
trainGaPlayer01B;bob003;70;95.939;0.049;98.370
trainGaPlayer01B;bob003;71;94.691;0.075;98.457
trainGaPlayer01B;bob003;72;99.037;0.040;99.357
trainGaPlayer01B;bob003;73;107.850;0.046;109.382
trainGaPlayer01B;bob003;74;104.254;0.068;106.699
trainGaPlayer01B;bob003;75;101.493;0.034;102.918
trainGaPlayer01B;bob003;76;97.160;0.062;100.172
trainGaPlayer01B;bob003;77;100.306;0.049;102.564
trainGaPlayer01B;bob003;78;97.175;0.039;99.080
trainGaPlayer01B;bob003;79;103.010;0.060;105.842
trainGaPlayer01B;bob003;80;108.381;0.062;109.184
trainGaPlayer01B;bob003;81;104.181;0.034;104.018
trainGaPlayer01B;bob003;82;113.692;0.028;114.221
trainGaPlayer01B;bob003;83;109.937;0.016;109.784
trainGaPlayer01B;bob003;84;110.462;0.047;111.964
trainGaPlayer01B;bob003;85;114.867;0.039;112.915
trainGaPlayer01B;bob003;86;127.257;0.085;129.928
trainGaPlayer01B;bob003;87;129.293;0.091;129.268
trainGaPlayer01B;bob003;88;130.357;0.091;130.988
trainGaPlayer01B;bob003;89;130.725;0.051;127.776
trainGaPlayer01B;bob003;90;123.538;0.085;126.101
trainGaPlayer01B;bob003;91;132.431;0.100;134.837
trainGaPlayer01B;bob003;92;128.599;0.063;127.438
trainGaPlayer01B;bob003;93;138.602;0.052;137.008
trainGaPlayer01B;bob003;94;132.842;0.045;130.107
trainGaPlayer01B;bob003;95;134.265;0.102;134.512
trainGaPlayer01B;bob003;96;132.825;0.032;127.299
trainGaPlayer01B;bob003;97;141.847;0.042;138.318
trainGaPlayer01B;bob003;98;139.289;0.040;134.598
trainGaPlayer01B;bob003;99;142.947;0.098;141.780
